motion,video_name,video_path
backhand2hands,p26_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p26_backhand2h_s1.avi
backhand2hands,p26_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p26_backhand2h_s2.avi
backhand2hands,p26_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p26_backhand2h_s3.avi
backhand2hands,p27_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p27_backhand2h_s1.avi
backhand2hands,p27_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p27_backhand2h_s2.avi
backhand2hands,p27_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p27_backhand2h_s3.avi
backhand2hands,p28_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p28_backhand2h_s1.avi
backhand2hands,p28_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p28_backhand2h_s2.avi
backhand2hands,p28_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p28_backhand2h_s3.avi
backhand2hands,p29_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p29_backhand2h_s1.avi
backhand2hands,p29_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p29_backhand2h_s2.avi
backhand2hands,p29_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p29_backhand2h_s3.avi
backhand2hands,p30_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p30_backhand2h_s1.avi
backhand2hands,p30_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p30_backhand2h_s2.avi
backhand2hands,p30_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p30_backhand2h_s3.avi
backhand2hands,p31_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p31_backhand2h_s1.avi
backhand2hands,p31_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p31_backhand2h_s2.avi
backhand2hands,p31_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p31_backhand2h_s3.avi
backhand2hands,p32_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p32_backhand2h_s1.avi
backhand2hands,p32_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p32_backhand2h_s2.avi
backhand2hands,p36_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p36_backhand2h_s1.avi
backhand2hands,p36_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p36_backhand2h_s2.avi
backhand2hands,p37_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p37_backhand2h_s1.avi
backhand2hands,p37_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p37_backhand2h_s2.avi
backhand2hands,p37_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p37_backhand2h_s3.avi
backhand2hands,p3_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p3_backhand2h_s1.avi
backhand2hands,p3_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p3_backhand2h_s2.avi
backhand2hands,p3_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p3_backhand2h_s3.avi
backhand2hands,p41_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p41_backhand2h_s1.avi
backhand2hands,p41_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p41_backhand2h_s2.avi
backhand2hands,p41_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p41_backhand2h_s3.avi
backhand2hands,p42_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p42_backhand2h_s1.avi
backhand2hands,p42_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p42_backhand2h_s2.avi
backhand2hands,p42_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p42_backhand2h_s3.avi
backhand2hands,p43_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p43_backhand2h_s1.avi
backhand2hands,p43_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p43_backhand2h_s2.avi
backhand2hands,p43_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p43_backhand2h_s3.avi
backhand2hands,p44_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p44_backhand2h_s2.avi
backhand2hands,p45_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p45_backhand2h_s1.avi
backhand2hands,p45_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p45_backhand2h_s2.avi
backhand2hands,p45_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p45_backhand2h_s3.avi
backhand2hands,p46_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p46_backhand2h_s1.avi
backhand2hands,p46_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p46_backhand2h_s2.avi
backhand2hands,p46_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p46_backhand2h_s3.avi
backhand2hands,p48_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p48_backhand2h_s1.avi
backhand2hands,p48_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p48_backhand2h_s2.avi
backhand2hands,p48_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p48_backhand2h_s3.avi
backhand2hands,p49_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p49_backhand2h_s1.avi
backhand2hands,p49_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p49_backhand2h_s2.avi
backhand2hands,p49_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p49_backhand2h_s3.avi
backhand2hands,p4_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p4_backhand2h_s1.avi
backhand2hands,p4_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p4_backhand2h_s2.avi
backhand2hands,p50_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p50_backhand2h_s1.avi
backhand2hands,p50_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p50_backhand2h_s2.avi
backhand2hands,p50_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p50_backhand2h_s3.avi
backhand2hands,p51_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p51_backhand2h_s1.avi
backhand2hands,p53_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p53_backhand2h_s1.avi
backhand2hands,p53_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p53_backhand2h_s2.avi
backhand2hands,p53_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p53_backhand2h_s3.avi
backhand2hands,p54_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p54_backhand2h_s1.avi
backhand2hands,p54_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p54_backhand2h_s2.avi
backhand2hands,p54_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p54_backhand2h_s3.avi
backhand2hands,p55_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p55_backhand2h_s1.avi
backhand2hands,p55_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p55_backhand2h_s2.avi
backhand2hands,p55_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p55_backhand2h_s3.avi
backhand2hands,p6_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p6_backhand2h_s1.avi
backhand2hands,p6_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p6_backhand2h_s2.avi
backhand2hands,p6_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p6_backhand2h_s3.avi
backhand2hands,p9_backhand2h_s1.avi,THETIS\VIDEO_RGB\backhand2hands\p9_backhand2h_s1.avi
backhand2hands,p9_backhand2h_s2.avi,THETIS\VIDEO_RGB\backhand2hands\p9_backhand2h_s2.avi
backhand2hands,p9_backhand2h_s3.avi,THETIS\VIDEO_RGB\backhand2hands\p9_backhand2h_s3.avi
backhand,p10_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p10_backhand_s1.avi
backhand,p10_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p10_backhand_s2.avi
backhand,p10_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p10_backhand_s3.avi
backhand,p11_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p11_backhand_s1.avi
backhand,p11_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p11_backhand_s2.avi
backhand,p11_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p11_backhand_s3.avi
backhand,p12_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p12_backhand_s1.avi
backhand,p12_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p12_backhand_s2.avi
backhand,p14_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p14_backhand_s1.avi
backhand,p14_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p14_backhand_s2.avi
backhand,p15_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p15_backhand_s1.avi
backhand,p15_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p15_backhand_s2.avi
backhand,p15_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p15_backhand_s3.avi
backhand,p16_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p16_backhand_s2.avi
backhand,p16_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p16_backhand_s3.avi
backhand,p17_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p17_backhand_s1.avi
backhand,p17_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p17_backhand_s2.avi
backhand,p19_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p19_backhand_s1.avi
backhand,p19_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p19_backhand_s2.avi
backhand,p19_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p19_backhand_s3.avi
backhand,p1_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p1_backhand_s1.avi
backhand,p1_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p1_backhand_s2.avi
backhand,p1_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p1_backhand_s3.avi
backhand,p20_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p20_backhand_s1.avi
backhand,p20_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p20_backhand_s3.avi
backhand,p23_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p23_backhand_s1.avi
backhand,p23_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p23_backhand_s2.avi
backhand,p23_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p23_backhand_s3.avi
backhand,p24_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p24_backhand_s1.avi
backhand,p24_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p24_backhand_s2.avi
backhand,p24_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p24_backhand_s3.avi
backhand,p25_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p25_backhand_s1.avi
backhand,p25_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p25_backhand_s2.avi
backhand,p25_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p25_backhand_s3.avi
backhand,p26_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p26_backhand_s1.avi
backhand,p26_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p26_backhand_s2.avi
backhand,p26_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p26_backhand_s3.avi
backhand,p27_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p27_backhand_s1.avi
backhand,p27_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p27_backhand_s2.avi
backhand,p27_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p27_backhand_s3.avi
backhand,p28_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p28_backhand_s1.avi
backhand,p28_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p28_backhand_s2.avi
backhand,p28_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p28_backhand_s3.avi
backhand,p29_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p29_backhand_s1.avi
backhand,p29_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p29_backhand_s2.avi
backhand,p29_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p29_backhand_s3.avi
backhand,p2_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p2_backhand_s1.avi
backhand,p2_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p2_backhand_s2.avi
backhand,p2_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p2_backhand_s3.avi
backhand,p30_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p30_backhand_s1.avi
backhand,p30_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p30_backhand_s2.avi
backhand,p30_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p30_backhand_s3.avi
backhand,p31_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p31_backhand_s1.avi
backhand,p31_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p31_backhand_s2.avi
backhand,p31_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p31_backhand_s3.avi
backhand,p35_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p35_backhand_s2.avi
backhand,p35_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p35_backhand_s3.avi
backhand,p36_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p36_backhand_s1.avi
backhand,p36_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p36_backhand_s2.avi
backhand,p36_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p36_backhand_s3.avi
backhand,p37_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p37_backhand_s1.avi
backhand,p37_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p37_backhand_s2.avi
backhand,p37_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p37_backhand_s3.avi
backhand,p38_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p38_backhand_s2.avi
backhand,p3_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p3_backhand_s1.avi
backhand,p3_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p3_backhand_s2.avi
backhand,p3_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p3_backhand_s3.avi
backhand,p41_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p41_backhand_s1.avi
backhand,p41_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p41_backhand_s2.avi
backhand,p41_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p41_backhand_s3.avi
backhand,p43_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p43_backhand_s1.avi
backhand,p43_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p43_backhand_s2.avi
backhand,p44_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p44_backhand_s1.avi
backhand,p44_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p44_backhand_s2.avi
backhand,p44_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p44_backhand_s3.avi
backhand,p45_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p45_backhand_s1.avi
backhand,p45_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p45_backhand_s2.avi
backhand,p45_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p45_backhand_s3.avi
backhand,p47_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p47_backhand_s2.avi
backhand,p47_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p47_backhand_s3.avi
backhand,p48_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p48_backhand_s1.avi
backhand,p48_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p48_backhand_s2.avi
backhand,p48_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p48_backhand_s3.avi
backhand,p49_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p49_backhand_s1.avi
backhand,p49_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p49_backhand_s2.avi
backhand,p49_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p49_backhand_s3.avi
backhand,p4_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p4_backhand_s1.avi
backhand,p4_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p4_backhand_s2.avi
backhand,p4_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p4_backhand_s3.avi
backhand,p50_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p50_backhand_s1.avi
backhand,p50_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p50_backhand_s2.avi
backhand,p50_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p50_backhand_s3.avi
backhand,p51_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p51_backhand_s2.avi
backhand,p51_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p51_backhand_s3.avi
backhand,p52_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p52_backhand_s1.avi
backhand,p52_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p52_backhand_s2.avi
backhand,p52_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p52_backhand_s3.avi
backhand,p53_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p53_backhand_s1.avi
backhand,p53_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p53_backhand_s2.avi
backhand,p53_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p53_backhand_s3.avi
backhand,p54_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p54_backhand_s1.avi
backhand,p54_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p54_backhand_s2.avi
backhand,p54_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p54_backhand_s3.avi
backhand,p55_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p55_backhand_s1.avi
backhand,p55_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p55_backhand_s2.avi
backhand,p55_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p55_backhand_s3.avi
backhand,p6_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p6_backhand_s1.avi
backhand,p6_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p6_backhand_s2.avi
backhand,p6_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p6_backhand_s3.avi
backhand,p9_backhand_s1.avi,THETIS\VIDEO_RGB\backhand\p9_backhand_s1.avi
backhand,p9_backhand_s2.avi,THETIS\VIDEO_RGB\backhand\p9_backhand_s2.avi
backhand,p9_backhand_s3.avi,THETIS\VIDEO_RGB\backhand\p9_backhand_s3.avi
backhand_slice,p10_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p10_bslice_s1.avi
backhand_slice,p10_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p10_bslice_s2.avi
backhand_slice,p10_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p10_bslice_s3.avi
backhand_slice,p11_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p11_bslice_s1.avi
backhand_slice,p11_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p11_bslice_s2.avi
backhand_slice,p11_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p11_bslice_s3.avi
backhand_slice,p12_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p12_bslice_s1.avi
backhand_slice,p12_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p12_bslice_s2.avi
backhand_slice,p12_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p12_bslice_s3.avi
backhand_slice,p13_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p13_bslice_s1.avi
backhand_slice,p14_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p14_bslice_s1.avi
backhand_slice,p15_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p15_bslice_s1.avi
backhand_slice,p15_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p15_bslice_s2.avi
backhand_slice,p15_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p15_bslice_s3.avi
backhand_slice,p16_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p16_bslice_s1.avi
backhand_slice,p16_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p16_bslice_s2.avi
backhand_slice,p16_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p16_bslice_s3.avi
backhand_slice,p17_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p17_bslice_s1.avi
backhand_slice,p18_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p18_bslice_s1.avi
backhand_slice,p18_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p18_bslice_s2.avi
backhand_slice,p18_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p18_bslice_s3.avi
backhand_slice,p22_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p22_bslice_s3.avi
backhand_slice,p23_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p23_bslice_s1.avi
backhand_slice,p23_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p23_bslice_s2.avi
backhand_slice,p23_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p23_bslice_s3.avi
backhand_slice,p25_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p25_bslice_s1.avi
backhand_slice,p25_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p25_bslice_s2.avi
backhand_slice,p25_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p25_bslice_s3.avi
backhand_slice,p26_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p26_bslice_s1.avi
backhand_slice,p26_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p26_bslice_s2.avi
backhand_slice,p26_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p26_bslice_s3.avi
backhand_slice,p27_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p27_bslice_s1.avi
backhand_slice,p27_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p27_bslice_s2.avi
backhand_slice,p27_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p27_bslice_s3.avi
backhand_slice,p28_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p28_bslice_s1.avi
backhand_slice,p28_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p28_bslice_s2.avi
backhand_slice,p29_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p29_bslice_s1.avi
backhand_slice,p29_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p29_bslice_s2.avi
backhand_slice,p29_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p29_bslice_s3.avi
backhand_slice,p30_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p30_bslice_s1.avi
backhand_slice,p30_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p30_bslice_s2.avi
backhand_slice,p30_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p30_bslice_s3.avi
backhand_slice,p31_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p31_bslice_s1.avi
backhand_slice,p31_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p31_bslice_s2.avi
backhand_slice,p31_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p31_bslice_s3.avi
backhand_slice,p35_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p35_bslice_s1.avi
backhand_slice,p35_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p35_bslice_s3.avi
backhand_slice,p36_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p36_bslice_s1.avi
backhand_slice,p36_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p36_bslice_s2.avi
backhand_slice,p36_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p36_bslice_s3.avi
backhand_slice,p37_bslice_s1.avi,THETIS\VIDEO_RGB\backhand_slice\p37_bslice_s1.avi
backhand_slice,p37_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p37_bslice_s2.avi
backhand_slice,p37_bslice_s3.avi,THETIS\VIDEO_RGB\backhand_slice\p37_bslice_s3.avi
backhand_slice,p38_bslice_s2.avi,THETIS\VIDEO_RGB\backhand_slice\p38_bslice_s2.avi
